1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,29181,29993,30817,31650,32491,33336,34182,35026,35863,36690,37503,38295,39062,39800,40501,41161,41775,42336,42840,43282,43658,43963,44195,44351,44430
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,27285,28062,28852,29651,30459,31272,32087,32902,33711,34511,35298,36067,36812,37529,38212,38855,39453,40002,40494,40926,41294,41593,41820,41973,42050
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,25379,26119,26871,27635,28406,29184,29966,30747,31525,32295,33053,33794,34514,35207,35868,36492,37073,37605,38084,38505,38862,39154,39375,39524,39599
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,23464,24164,24876,25600,26333,27073,27817,28562,29304,30040,30766,31477,32168,32834,33471,34071,34631,35145,35608,36015,36361,36643,36858,37002,37075
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,21541,22198,22868,23549,24240,24938,25641,26346,27050,27749,28438,29115,29774,30409,31017,31592,32128,32621,33064,33455,33788,34059,34265,34404,34474
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,19610,20221,20845,21481,22127,22780,23439,24100,24761,25419,26069,26707,27329,27931,28507,29052,29561,30029,30451,30823,31140,31398,31595,31728,31794
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,17672,18235,18810,19397,19994,20599,21210,21824,22439,23051,23657,24253,24835,25398,25938,26450,26928,27368,27766,28116,28415,28659,28845,28970,29033
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,15727,16239,16763,17298,17842,18395,18954,19518,20082,20645,21203,21752,22290,22810,23310,23784,24228,24637,25007,25333,25612,25839,26013,26129,26188
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,13776,14234,14703,15183,15672,16169,16673,17181,17691,18200,18706,19204,19693,20166,20622,21054,21460,21834,22172,22471,22727,22935,23094,23202,23256
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,11820,12221,12632,13053,13484,13922,14366,14815,15266,15717,16166,16609,17043,17465,17871,18258,18621,18956,19259,19527,19757,19944,20087,20184,20232
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,9858.5,10200,10550,10910,11278,11653,12033,12419,12806,13195,13582,13964,14340,14706,15058,15394,15709,16001,16266,16500,16700,16864,16989,17073,17116
1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1112e+05,1.108e+05,1.1017e+05,1.0925e+05,1.0804e+05,1.0657e+05,1.0486e+05,1.0294e+05,1.0084e+05,98607,96270,93872,91453,89055,86718,84483,82388,80469,78759,77286,76077,75151,74525,74209,74016,73562,72666,71350,69646,67596,65251,62668,59910,57047,54148,51284,48527,45944,43599,41549,39845,38528,37633,37179,37179,37633,38528,39845,41549,43599,45944,48527,51284,54148,57047,59910,62668,65251,67596,69646,71350,72666,73562,74016,74209,74525,75151,76077,77286,78759,80469,82388,84483,86718,89055,91453,93872,96270,98607,1.0084e+05,1.0294e+05,1.0486e+05,1.0657e+05,1.0804e+05,1.0925e+05,1.1017e+05,1.108e+05,1.1112e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,1.1119e+05,7893,8171.7,8458.5,8753,9054.6,9362.5,9675.7,9993,10313,10634,10954,11271,11583,11887,12181,12460,12724,12968,13189,13385,13553,13690,13795,13866,13902
